job_id,company_name,title,normalized_title,category,description,requirement_summary,work_type,employment_type,experience_level,province,city,salary_min,salary_max,salary_currency,salary_display,skills_top_10_names,requirements_concat,language_signal,source_posted_at,status,fit_input_quality_score,fit_input_has_requirements,fit_input_has_skills,skills_count_total,description_length_chars,req_len,_is_tech_cat,_is_tech_title,_is_tech_skills,is_tech,tech_signal_source,has_salary_info,skills_clean,is_train_ready
ffa33a78-6b46-4640-8002-1249292b2b5b,Talent Tech,Frontend Web Developer,Frontend Web Developer,Frontend/Mobile Development,"The Frontend Web Developer role at Talent Tech in Mampang Prapatan, Jakarta Selatan, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 1 years of experience Maximum 3 years of experience",minimum 1 years of experience Maximum 3 years of experience,ONSITE,CONTRACT,JUNIOR,DKI Jakarta,Jakarta Selatan,6500000.0,8500000.0,IDR,"IDR 6,500,000 - 8,500,000 / month",Typescript | React | Javascript | CSS | Next.js | HTML | Tailwind | React.Js,minimum 1 years of experience || Maximum 3 years of experience,EN,2026-05-08 05:17:44.280000+00:00,ACTIVE,100,1,1,8,284,85,True,True,True,True,category|title|skills,1,"Typescript, React, Javascript, CSS, Next.js, HTML, Tailwind, React.Js",1
ff9f6a5c-69d3-4e93-bbc1-88472f8da8bb,INDICO Telkomsel Ekosistem Digital,DevSecOps,DevSecOps,IT & Software,"INDICO Telkomsel Ekosistem Digital is looking for a DevSecOps professional. DevSecOps & CI/CD Pipeline Management. Build and maintain GitLab CI/CD pipelines for automated testing, building, and deployment processes. Integrate...",Experience with DevSecOps and CI/CD pipeline management.,ONSITE,CONTRACT,ENTRY_LEVEL,Jakarta Raya,Jakarta,0.0,0.0,IDR,Not specified,Gitlab | DevSecOps | CD | CI | CI/CD,Experience with DevSecOps and CI/CD pipeline management,EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,5,239,63,True,False,False,True,category,0,"Gitlab, DevSecOps, CD, CI, CI/CD",1
ff9f2065-dce5-4531-bbf9-af45a779a939,PT DIGITAL SEJAHTERA NUSANTARA,Data Analyst/Data Scientist/Data Engineer/AI Engineer,Data Analyst,Data & Analytics,"The Data Analyst/Data Scientist/Data Engineer/AI Engineer role at PT DIGITAL SEJAHTERA NUSANTARA in Kebayoran Baru, Jakarta Selatan, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Requires 0 to 50 years of experience Skills include Kafka, Tableau, SQL, Google BigQuery, Data Analysis, Power BI, Python, Kubernetes, and Apache Spark","Requires 0 to 50 years of experience Skills include Kafka, Tableau, SQL, Google BigQuery, Data Analysis, Power BI, Python, Kubernetes, and Apache Spark",ONSITE,FULL_TIME,ENTRY_LEVEL,DKI Jakarta,Jakarta Selatan,7000000.0,20000000.0,IDR,"IDR 7,000,000 - 20,000,000 / month",Power BI | Apache Spark | Tableau | Google BigQuery | Python | Kubernetes | Kafka | SQL | Data Analysis,"Requires 0 to 50 years of experience || Skills include Kafka, Tableau, SQL, Google BigQuery, Data Analysis, Power BI, Python, Kubernetes, and Apache Spark",EN,2026-04-18 06:23:40.630000+00:00,ACTIVE,100,1,1,9,424,177,True,True,True,True,category|title|skills,1,"Power BI, Apache Spark, Tableau, Google BigQuery, Python, Kubernetes, Kafka, SQL, Data Analysis",1
ff60a17e-0a3d-4e10-883e-5592a95f0470,ECCO,Senior Frontend Engineer,Senior Frontend Engineer,Technology,"As a Senior Frontend Engineer within our eCommerce team, you will help shape the future of our digital shopping experience. In this high-impact role, you will be responsible for designing, developing, and implementing user-facing features for our e-commerce platform.","As a Senior Frontend Engineer within our eCommerce team, you will help shape the future of our digital shopping experience.",ONSITE,FULL_TIME,SENIOR,Nasional,Indonesia,0.0,0.0,IDR,Not specified,Programming,"As a Senior Frontend Engineer within our eCommerce team, you will help shape the future of our digital shopping experience || In this high-impact role || you will be responsible for designing || and implementing user-facing features for our e-commerce platform",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,274,130,False,True,False,True,title,0,Programming,1
ff53ad9e-438a-4926-8be3-2d36b9873092,Dealls (YC W22),Senior QA Automation Engineer,Senior QA Automation Engineer,IT & Software,"We are looking for a hands-on Test Automation Engineer to implement robust automated test suites across our Golang-based backend and Next.js, React.js, TypeScript, and/or TailwindCSS frontend. You'll help ensure every release is smooth, stable, and bug-free.","2+ years of experience with test automation Hands-on with Cypress, Playwright, Postman, or similar tools Experience testing modern frontend frameworks (Next.js, React.js, TypeScript, and/or TailwindCSS is a plus) Familiarity with REST APIs and JSON Comfortable using Git and GitHub Actions exposure to Golang or Docker",ONSITE,CONTRACT,SENIOR,Nasional,Jakarta Selatan,0.0,0.0,IDR,Not specified,React.Js | Git | Typescript | GitHub Actions | Docker | Go | TailwindCSS | React | Cypress | Next.js,"2+ years of experience with test automation || Hands-on with Cypress, Playwright, Postman, or similar tools || Experience testing modern frontend frameworks (Next.js, React.js, TypeScript, and/or TailwindCSS is a plus) || Familiarity with REST APIs and JSON || Comfortable using Git and GitHub Actions || exposure to Golang or Docker",EN,2025-04-11 14:08:33.002000+00:00,ACTIVE,100,1,1,13,265,376,True,True,True,True,category|title|skills,0,"React.Js, Git, Typescript, GitHub Actions, Docker, Go, TailwindCSS, React, Cypress, Next.js",1
ff3b5550-5bdc-4e98-876f-e89c9d61b6ad,PT All Media Indo,Staff Web Programmer (Front-End),Staff Web Programmer (Front-End),Technology,"Web Developer: Mengelola front-end (Vue/React), integrasi API, & database MySQL untuk memastikan performa serta keamanan sistem yang skalabel.","Front-end management (Vue/React), API integration, MySQL database.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jawa Timur,Sidoarjo,0.0,0.0,IDR,Not specified,Vue.js | API Integration | React | Vue | MySQL,"Front-end management (Vue/React), API integration, MySQL database",ID,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,5,153,73,False,True,True,True,title|skills,0,"Vue.js, API Integration, React, Vue, MySQL",1
ff13099b-cecb-454e-83ad-d43382954e96,Detikcom,Web Developer,Web Developer,Technology,"Stay up-to-date with the latest industry trends, best practices, and emerging technologies in web development. Continuously improve and refactor...","Stay up-to-date with the latest industry trends, best practices, and emerging technologies in web development.",ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta,0.0,0.0,IDR,Not specified,Programming,"Stay up-to-date with the latest industry trends, best practices, and emerging technologies in web development || Continuously improve and refactor",EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,154,117,False,True,False,True,title,0,Programming,1
ff0090f6-8f97-4d19-b842-af23a99c76cc,Altek Citra Cemerlang,Data Engineer,Data Engineer,Data Engineering,"The Data Engineer role at Altek Citra Cemerlang in Gambir, Jakarta Pusat, DKI Jakarta, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: minimum 3 years of experience in Data Engineering Experience with SQL, Oracle Database, ETL processes, Microsoft SQL Server, and Talend","minimum 3 years of experience in Data Engineering Experience with SQL, Oracle Database, ETL processes, Microsoft SQL Server, and Talend",ONSITE,CONTRACT,MID_LEVEL,DKI Jakarta,Jakarta Pusat,0.0,0.0,IDR,Not specified,Oracle Database | SQL | Talend | ETL | Oracle | Microsoft SQL Server,"minimum 3 years of experience in Data Engineering || Experience with SQL, Oracle Database, ETL processes, Microsoft SQL Server, and Talend",EN,2026-01-17 09:09:16.664000+00:00,ACTIVE,100,1,1,6,349,161,True,True,False,True,category|title,0,"Oracle Database, SQL, Talend, ETL, Oracle, Microsoft SQL Server",1
fef88216-9c01-430d-834f-a67a7c4d6fc7,Yayasan Griya Anak,Data Management Staff,Data Management Staff,IT & Software,"We are seeking a detail-oriented, systematic, and responsible Data Management Staff to manage and maintain academic and administrative data.","Proficient in EXPIRES_SOON, Akan segera berakhir.",ONSITE,CONTRACT,ENTRY_LEVEL,Bali,Badung,3500000.0,4000000.0,IDR,"IDR 3,500,000 - 4,000,000 / month",EXPIRES_SOON | Akan segera berakhir,We are seeking a detail-oriented || and responsible Data Management Staff to manage and maintain academic and administrative data,EN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,2,147,56,True,False,False,True,category,1,"EXPIRES_SOON, Akan segera berakhir",1
fef1d202-ae3d-4a7b-977b-96d872305e83,Masmindo Dwi Area,IT Telecomm Enginnering,IT Telecomm Engineering,IT & Software,"The IT Telecomm Enginnering role at Masmindo Dwi Area in Luwu, Sulawesi Selatan, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Manage network & radio systems;.",Manage network & radio systems;.,ONSITE,FULL_TIME,ENTRY_LEVEL,Sulawesi Selatan,Luwu,0.0,0.0,IDR,Not specified,Effective Communication,"Manage network & radio systems; || ensure uptime, security, and connectivity in mining operations with strong telecom and network expertise",UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,1,244,43,True,False,False,True,category,0,Effective Communication,1
fec8dc3f-8647-472a-82c6-a840e5411d0e,PT BFI Finance Indonesia Tbk,System Architect,System Architect,IT & Software,"The System Architect is responsible for product architecture decisions, valuing simplicity and not hesitating to challenge technical constraints and procedures to achieve agile development. This role involves working closely with the rest of the team to design a modular and scalable solution that adapts to future designs and architectural changes. The architect drives the team's engineering practices in a development environment based on testing, continuous integration, and automated deployment. This is a hands-on role where the architect acts as a mentor and coach for different team members. Key responsibilities include designing the overall technological architecture of the product, guiding project teams in technology strategy, and being responsible for the technical design and roadmap of the product in collaboration with the Product Owner. The architect also acts as a mentor and coach for the technical team, actively participates in coding, identifies and removes technical impediments, and constantly seeks new ways to solve technical problems. They provide the team with an action plan to implement software engineering practices and improve code quality, establish the long-term vision for technology and architecture, understand global best practices and adapt them to the product, and maintain relationships with relevant suppliers.",Requires 10+ years of experience as a senior engineer or tech lead guiding more than 3 team members Must have worked in an agile environment with a good grasp of agile cadence Must be a PolyEngineer with experience in at least 2 of the following: Angular Data Analysis (Pandas or Infrastructure and networking (VMware,ONSITE,FULL_TIME,SENIOR,Banten,Tangerang,0.0,0.0,IDR,Not specified,Gnu R | Jenkins | Confluence | React | Express | Express.js | VMware | Design Patterns | Angular | Springboot,Requires 10+ years of experience as a senior engineer or tech lead guiding more than 3 team members || Must have worked in an agile environment with a good grasp of agile cadence || Must be a PolyEngineer with experience in at least 2 of the following: || Angular || Data Analysis (Pandas || or Infrastructure and networking (VMware || AWS || or AliCloud) || Proven track record of leading a team to build and ship products is necessary || Good knowledge of application security and authentication mechanisms is required || Excellent knowledge of code quality metrics and experience implementing software Design Patterns are essential || Must be comfortable producing and debating architecture designs || Knowledge in the Financial Industry and experience with Jira & Confluence are considered bonuses,EN,2026-05-14 06:44:08.640000+00:00,ACTIVE,100,1,1,24,1361,375,True,False,False,True,category,0,"Gnu R, Jenkins, Confluence, React, Express, Express.js, VMware, Design Patterns, Angular, Springboot",1
febc653d-e371-45b9-afdb-351fb4aba810,Orang Tua Group,IT Front End Developer Supervisor,IT Front End Developer Supervisor,IT & Software,"The IT Front End Developer Supervisor role at Orang Tua Group in Jakarta Barat, Jakarta Raya, Indonesia focuses on core contributions based on available operational evidence. Ideal candidates are expected to meet: Memahami mobile programming Flutter.",Memahami mobile programming Flutter.,ONSITE,FULL_TIME,ENTRY_LEVEL,Jakarta Raya,Jakarta Barat,0.0,0.0,IDR,Not specified,FastAPI | Python,Memahami mobile programming Flutter || API (REST/SOAP) || memahami Local Storage || memahami Python (FastAPI) adalah nilai plus,UNKNOWN,2026-04-20 08:38:47.489999872+00:00,ACTIVE,100,1,1,2,257,43,True,True,False,True,category|title,0,"FastAPI, Python",1
